Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Reject,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Dem_Gender,Dem_Birth,Dem_Education,Dem_Geography,Follow_2,Follow_1_1,Follow_1_2,Follow_1_3,Follow_3,Interview_Choice,Consent_2,Q210,Q151,condition
TRUE,I CONSENT to take part in the study.,0,0,2.925,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,18.055,24.918,25.859,2,30,30,50,15.988,25.309,26.378,6,50,50,50,13.367,20.01,20.939,4,40,50,60,16.355,37.526,38.072,9,60,60,70,2.085,19.574,20.663,5,70,50,30,9.571,16.626,18.188,5,20,70,Not confident 0%,15.181,47.618,48.088,11,70,50,30,13.023,21.712,23.317,5,10,20,50,18.844,29.017,30.23,5,Not confident 0%,Not confident 0%,50,9.043,16.59,17.487,5,70,70,70,11.046,16.958,17.866,5,Strongly disagree 0%,Strongly disagree 0%,40,3.571,7.872,8.869,4,Strongly disagree 0%,30,Strongly disagree 0%,50,3.203,20.589,21.518,5,Female,1980,Bachelor's degree in college,Urban,,Avoiding male hosts,Sounds good for a married couple,Avoiding people who sound irresponsible,Finding out what people like about hosts,,,,,baseline
TRUE,I CONSENT to take part in the study.,74.393,74.8,118.082,2,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,20.36,28.751,33.025,3,Highly confident  100%,Highly confident  100%,80,10.061,15.133,15.753,5,Highly confident  100%,Highly confident  100%,50,7.717,15.381,16.615,7,90,90,20,4.625,9.209,10.437,4,40,60,80,3.063,8.766,9.418,6,Highly confident  100%,Highly confident  100%,50,2.862,7.101,8.19,5,80,60,80,13.437,21.156,21.919,4,20,50,50,33.547,41.218,41.819,6,50,40,40,8.094,13.326,14.106,4,30,50,60,1.748,22.755,23.436,6,80,80,80,9.264,15.328,16.034,5,80,80,50,2.06,6.38,7.303,4,10,50,70,Strongly disagree 0%,4.135,18.223,19.034,5,Male,1973,High school graduate,Suburban,,The type of person the host is,What they do in their spare time,How long they've lived in the area,I didn't think about it because I don't care. I just answered honestly. I'll leave the study and its purpose to you guys. ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1131.443,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,4.203,7.671,8.84,2,70,50,70,36.068,40.088,40.68,3,Highly confident  100%,Highly confident  100%,90,4.652,8.84,9.946,3,90,Highly confident  100%,80,2.842,6.169,6.465,4,90,Highly confident  100%,80,2.989,5.602,6.472,3,80,80,70,9.973,14.306,16.864,3,80,70,70,5.224,7.46,8.155,3,70,70,80,52.098,62.344,63.068,7,60,60,70,6.385,11.817,12.866,6,60,60,70,5.823,13.957,14.582,4,40,40,60,22.443,26.606,27.543,4,80,70,70,15.266,18.146,18.779,4,70,80,30,20,3.341,12.779,13.55,5,Male,1996,Bachelor's degree in college,Urban,,How nice/sincere the person seemed,How well the person knew the area,Vocabulary used (proxy for education),To see what factors people use to determine how honest or trustworthy a person is.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,9.457,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,12.356,18.904,20.109,2,90,80,70,11.616,14.417,16.045,3,60,60,80,16.314,20.154,21.678,3,60,90,80,11.626,14.999,15.816,3,70,80,70,6.46,9.146,10.009,3,80,70,60,11.372,14.166,15.436,3,70,70,70,17.9,25.818,27.198,3,50,50,60,15.636,19.944,20.439,4,60,70,70,12.345,15.793,16.813,3,50,60,50,12.56,17.465,18.244,3,50,60,70,11.214,15.231,15.931,3,70,70,60,2.915,7.704,8.387,4,60,70,70,40,26.565,33.711,34.489,4,Male,1977,High school graduate,Suburban,,what the person did for a living,how entertaining they might be,where the rental property was located,To judge rental listings,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1.112,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,10.395,21.242,22.226,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,7.123,11.152,11.94,10,Highly confident  100%,Highly confident  100%,Highly confident  100%,4.615,10.145,10.542,12,Highly confident  100%,Highly confident  100%,Highly confident  100%,11.517,15.775,16.159,11,Highly confident  100%,Highly confident  100%,Highly confident  100%,4.231,8.424,8.782,11,Highly confident  100%,Highly confident  100%,Highly confident  100%,3.238,7.568,8.156,10,Highly confident  100%,Highly confident  100%,Highly confident  100%,11.182,16.045,16.498,12,Highly confident  100%,Highly confident  100%,Highly confident  100%,29.524,35.275,35.715,12,Highly confident  100%,Highly confident  100%,Highly confident  100%,42.535,54.616,54.654,15,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.12,16.315,16.778,18,Highly confident  100%,Highly confident  100%,Highly confident  100%,10.132,15.648,16.17,10,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,3.604,17.274,17.703,11,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,Strongly disagree 0%,9.617,70.031,71.136,19,Male,1984,High school graduate,Rural,,Nice,Kind,Happy,Perceptions.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,8.682,0,,,,,,,I am traveling and the person in the profile offers to host me.,"John is easy to see.,John is eager to see.",5.764,11.538,13.124,4,Highly confident  100%,90,Highly confident  100%,2.344,9.392,10.178,10,Highly confident  100%,Highly confident  100%,Highly confident  100%,3.454,7.024,8.246,5,50,50,50,5.752,10.72,11.734,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,2.64,6.394,7.37,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,1.876,6.002,6.706,6,80,80,80,4.152,8.132,9.196,6,Highly confident  100%,Highly confident  100%,Highly confident  100%,3.818,9.26,10.362,6,Not confident 0%,Not confident 0%,50,4.118,9.426,10.434,6,70,70,70,4.338,11.492,12.11,7,90,90,90,3.512,8.116,9.188,5,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,1.5,4.786,5.544,4,Strongly agree 100%,90,Strongly agree 100%,Strongly disagree 0%,2.14,22.476,23.89,6,Female,1985,Bachelor's degree in college,Rural,,I hope the person is honest.,I have to feel secure with them.,I have to see if they are a good person.,,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,5.724,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.374,14.199,15.695,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.041,13.361,13.949,12,90,90,90,15.149,19.306,19.986,12,80,90,Highly confident  100%,8.403,13.893,14.467,14,Highly confident  100%,80,Highly confident  100%,14.559,20.069,20.607,15,Highly confident  100%,Highly confident  100%,90,4.686,16.749,17.376,15,90,80,80,8.761,27.65,28.097,23,50,50,60,8.116,16.956,17.031,17,90,80,Highly confident  100%,6.941,25.194,25.732,17,50,50,80,68.546,75.893,76.774,13,80,90,Highly confident  100%,8.662,22.542,23.017,21,60,40,Strongly agree 100%,18.236,33.491,33.995,25,80,80,30,10,9.858,25.601,26.171,20,Female,1986,High school graduate,Rural,,Offers ,Friendliness ,Helpful ,Unsure ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,4.706,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.966,16.762,18.42,2,70,70,70,10.652,37.618,39.606,5,60,60,70,42.216,45.206,47.616,3,60,60,70,43.418,46.578,47.81,4,60,60,60,8.06,10.274,11.564,3,80,70,70,6.192,13.066,14.948,3,60,60,60,30.83,34.036,35.528,3,50,60,60,24.426,33.282,37.19,6,60,70,70,30.702,34.786,35.652,4,40,50,50,56.82,63.794,65.478,4,50,60,50,77.716,83.218,84.162,3,50,50,30,60.888,63.758,65.138,3,70,80,80,10,3.592,13.626,15.04,6,Female,1981,Bachelor's degree in college,Suburban,,hard working to show they understand what it means to work,peaceful meaning they will leave me alone during my stay,clean because I like a home that isn't filthy,Determining what makes a good host based on how they present themselves. ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1.016,0,,,,,,,The person in the profile is traveling and I am offering to host.,John’s sister’s friend’s car.,25.591,29.399,30.795,2,Highly confident  100%,90,Highly confident  100%,1.01,3.128,3.857,3,90,70,Highly confident  100%,1.035,3.331,4.767,4,80,Highly confident  100%,90,0.308,2.244,3.275,4,80,Highly confident  100%,90,7.841,9.162,9.898,3,90,Highly confident  100%,Highly confident  100%,0.419,1.786,2.889,3,90,Highly confident  100%,60,0.133,2.661,3.729,5,80,Highly confident  100%,Highly confident  100%,0.514,2.17,3.673,3,80,70,Highly confident  100%,0.194,2.641,3.402,3,80,Highly confident  100%,Highly confident  100%,13.257,15.136,16.354,3,70,Highly confident  100%,70,1.345,2.256,4.226,2,90,Strongly agree 100%,Strongly agree 100%,0.788,1.763,2.765,3,90,70,90,Strongly agree 100%,0.682,7.786,8.17,6,Female,1989,Master's degree,Urban,,Communications to Promote Interest,Assessing Community,Human Resource Management,profiles in online lodging marketplaces,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,33.35,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.751,17.192,19.061,6,60,80,50,22.785,35.68,36.538,14,80,80,60,11.901,19.157,20.043,11,Highly confident  100%,90,90,6.556,14.765,15.567,12,Highly confident  100%,70,90,15.769,23.147,23.913,11,90,60,70,7.733,15.262,16.113,11,80,60,80,12.029,21.086,21.889,10,60,70,70,17.134,30.711,31.814,12,30,40,20,6.528,17.615,18.955,9,50,60,60,5.979,14.637,15.454,12,70,90,70,7.543,16.833,18.005,10,80,70,80,2.211,7.564,8.537,8,70,Strongly agree 100%,50,20,3.294,14.218,15.558,11,Female,1972,Master's degree,Rural,,"Are they an honest person, does the profile seem genuine?",Are they around my age and do they have a similar way of thinking? I tend to look for like minded people.,How many details are included? Do they seem thoughtful and caring? Those are people that would care about my needs and safety.,To see how we judge personality from profiles online?,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,0.546,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,10.613,36.853,38.837,5,90,Highly confident  100%,90,0,0,1.047,0,90,Highly confident  100%,90,0,0,0.992,0,Highly confident  100%,90,Highly confident  100%,0,0,0.995,0,Highly confident  100%,90,80,0,0,1.192,0,90,Highly confident  100%,80,0,0,1.359,0,90,Highly confident  100%,80,0,0,1.284,0,Highly confident  100%,90,80,0,0,1.286,0,Highly confident  100%,90,80,0,0,1.116,0,80,90,70,0,0,5.176,0,80,80,70,0,0,1.889,0,90,Strongly agree 100%,90,0,0,1.066,0,90,Strongly agree 100%,Strongly agree 100%,50,0,0,2.757,0,Male,1979,Bachelor's degree in college,Urban,,their backgrounds,the way they speak,their gender,How we make judgements on people,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,8.57,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,16.891,36.397,37.951,3,40,40,60,7.81,15.938,17.007,5,70,70,70,24.615,36.577,37.923,5,50,80,80,11.885,24.691,25.904,8,70,70,70,11.991,24.34,25.673,5,70,40,60,12.506,22.808,23.883,6,30,70,70,18.635,30.208,31.741,5,70,70,40,26.177,42.985,44.165,6,30,50,60,13.069,20.65,21.672,5,40,30,70,20.638,32.451,33.735,5,60,50,80,9.614,17.418,18.66,4,70,60,60,5.981,15.544,16.613,4,70,70,70,40,5.394,26.769,28.003,6,Female,1983,High school graduate,Suburban,,safe,clean,affordable,impressions and perceptions of people?,,,,,baseline
TRUE,I CONSENT to take part in the study.,21.815,21.815,22.097,1,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,15.78,30.051,32.304,2,60,70,60,15.851,18.618,19.53,3,60,60,50,26.318,36.461,37.684,3,60,60,70,12.197,19.113,20.203,3,40,60,50,11.215,15.627,16.678,3,70,80,60,12.095,15.539,16.404,3,40,40,30,20.582,23.71,25.047,3,20,20,Not confident 0%,10.918,14.145,15.306,4,30,40,30,8.944,13.529,14.665,3,40,40,30,8.888,13.377,14.581,4,50,40,50,8.944,15.639,16.505,4,10,20,10,2.949,6.962,7.976,3,10,20,70,20,2.517,11.015,11.808,5,Female,1991,High school graduate,Suburban,,Person maintains a clean/safe/comfortable household environment for incoming guests,"Person is concerned with satisfying guests' needs (comfort in lodgings, knowledge about the area, friendliness, accommodations offered)",Person is not likely to scam/overcharge/take advantage of guest during their stay,"To assess the general population's opinions of safety/legitimacy of an online hosting platform where individuals put their homes on the internet for guests to visit during a trip.  Also, interpretation of how trustworthy, accommodating, and friendly potential host candidates are.",,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1.349,0,,,,,,,The person in the profile and I are traveling together.,John is eager to see.,0.862,1.985,3.45,2,90,60,60,1.336,4.611,5.59,3,70,10,40,0.703,4.63,5.729,5,70,20,40,6.044,9.416,10.683,4,80,20,80,0.973,3.413,4.497,3,80,30,10,0.911,4.898,6.97,5,90,50,40,12.068,14.598,15.95,4,50,10,90,10.818,12.999,14.266,3,70,30,40,1.518,5.317,7.356,5,70,30,50,2.414,5.25,6.335,4,70,30,20,0.967,3.611,4.783,3,80,40,30,2.085,5.174,6.606,3,60,30,20,80,0.668,4.784,5.822,4,Male,1991,Bachelor's degree in college,Urban,,reviews,cost,appeal,to see how we rated lodgings,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,5.962,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,2.192,4.648,6.014,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,2.53,3.826,4.358,3,80,80,80,1.998,9.61,10.038,5,80,80,80,2.94,4.306,5.058,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,2.928,6.344,6.964,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,3.916,5.37,5.65,5,80,80,80,5.052,6.186,6.846,3,80,80,80,5.494,6.654,7.444,3,80,80,80,4.654,6.006,6.908,3,80,80,80,3.78,4.798,5.476,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,4.092,5.484,6.182,3,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,1.838,3.022,3.644,3,Strongly agree 100%,Strongly agree 100%,50,30,3.14,12.218,13.112,4,Male,1992,High school graduate,Suburban,,"if they are laid-back, I don't trust that.",I thought about their careers.,people that mention partying is a red flag.,Our impressions of hosts.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,36.049,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.646,27.102,33.071,2,50,50,50,16.628,22.773,24.754,3,80,80,60,50.53,55.86,57.069,3,60,90,50,9.573,13.622,14.779,3,70,70,50,9.405,14.847,15.821,3,70,60,50,18.846,24.311,26.2,3,60,60,50,19.002,30.268,31.962,3,30,40,50,47.341,51.525,53.237,3,40,20,30,48.24,54.84,56.681,4,30,30,30,10.892,15.771,17.12,3,60,60,50,8.547,13.823,16.069,3,20,20,60,3.11,9.751,11.948,4,80,70,40,30,4.05,25.278,26.7,5,Male,1972,Bachelor's degree in college,Urban,,stability,reviews,occupation,I am unsure,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,33.658,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.677,21.112,32.082,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,41.272,44.685,46.38,3,80,70,80,31.244,35.549,36.924,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,23.985,28.899,30.498,3,80,Highly confident  100%,Highly confident  100%,11.619,14.245,15.71,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,15.756,20.985,22.378,3,50,40,50,17.902,25.091,27.024,3,70,80,70,20.115,24.207,28.087,3,60,70,60,43.508,47.606,48.844,3,70,30,80,9.845,30.441,33.134,3,50,60,50,28.283,31.435,35.722,3,70,60,20,24.312,28.68,30.261,3,30,70,60,50,3.918,22.459,25.805,4,Female,1986,Bachelor's degree in college,Suburban,,how much they talk about the features of their home,how they talk about area,how they talk about how much they want you to have a good time at their home,Profile of travel hosts,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,1.886,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.462,18.386,19.56,2,80,90,80,12.789,16.252,17.06,3,80,70,80,18.075,22.546,23.707,4,70,90,80,9.668,15.486,16.437,4,60,80,80,7.511,10.387,11.311,3,80,70,80,13.31,15.988,16.94,3,70,60,70,13.052,16.084,17.085,3,60,70,90,31.478,39.768,40.871,3,70,60,70,13.021,16.434,17.471,3,60,60,60,9.044,16.056,16.991,5,60,50,70,9.586,12.549,13.672,3,60,50,60,3.028,9.456,10.56,4,60,80,80,30,3.652,11.786,13.077,4,Male,1985,Bachelor's degree in college,Urban,,if they came across nice,Did they offer to help with finding things to do,whether or not they would be around much. ,how people perceive others based on a quick blurb. ,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,9.27,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.006,16.071,17.793,2,60,70,60,16.732,20.087,21.212,3,80,60,50,36.468,49.531,51.009,5,50,70,60,5.822,14.707,15.805,4,60,70,60,9.888,14.199,15.424,4,80,70,70,11.776,15.108,16.249,3,40,30,50,16.1,23.92,25.797,5,40,30,50,6.44,27.116,28.383,5,50,50,40,14.919,20.028,21.859,3,40,30,40,15.716,41.306,43.04,5,60,50,60,10.988,77.167,78.333,5,70,60,60,5.268,11.929,13.315,4,70,70,40,30,4.078,18.029,19.214,6,Male,1979,High school graduate,Suburban,,"thoroughness! the more info, the better",,,i dont know,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,9.112,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,11.341,38.529,39.609,8,70,70,60,16.128,38.75,39.526,9,60,50,60,21.79,28.282,29.202,11,50,70,70,10.721,20.142,21.015,10,Highly confident  100%,Highly confident  100%,Highly confident  100%,13.775,19.559,20.286,10,70,Highly confident  100%,70,11.752,17.141,18.03,8,50,40,60,10.479,17.011,17.644,10,70,60,80,12.092,21.544,22.31,9,30,40,60,12.982,18.627,19.594,11,90,70,60,10.058,17.219,18.098,12,Highly confident  100%,50,70,9.841,15.828,16.584,12,60,70,60,3.942,10.051,10.928,8,40,60,70,30,2.992,18.919,19.774,11,Male,1988,High school graduate,Urban,,Career,Self description,Life experience,To comprehend how I came to the decisions that were made in picking a host.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,8.688,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.948,17.246,19.275,2,70,60,60,15.43,27.343,31.033,3,90,80,60,15.275,28.358,54.028,5,70,80,70,13.483,25.205,26.437,3,80,80,40,19.432,30.534,35.072,3,Highly confident  100%,Highly confident  100%,40,16.243,22.958,24.544,3,80,80,40,15.585,32.654,34.725,5,60,50,60,22.442,30.307,32.035,3,30,40,60,16.477,25.649,27.178,4,40,30,30,9.219,16.865,18.899,3,90,80,30,24.322,32.628,35.609,3,40,20,60,7.877,14.879,16.857,3,60,70,70,70,6.228,25.383,26.435,6,Female,1959,High school graduate,Rural,,If they kept a clean home,If they had time to do what they wrote,If they had animals,"Honesty, belief in what people say.    ??",,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,78.747,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.325,17.808,22.349,4,90,90,90,242.674,253.229,254.081,11,70,80,Highly confident  100%,9.987,16.351,16.406,11,Highly confident  100%,Highly confident  100%,90,74.468,77.081,78.142,9,80,Highly confident  100%,80,6.813,10.157,10.227,10,Highly confident  100%,Highly confident  100%,Highly confident  100%,6.975,9.448,9.93,10,70,80,70,71.691,75.52,76.186,7,70,90,90,6.732,10.03,10.644,9,30,70,40,12.04,17.473,18.213,7,20,30,20,10.993,16.428,17.904,9,90,Highly confident  100%,90,7.65,12.483,13.455,9,70,70,80,1.921,3.289,3.773,6,70,90,30,Strongly disagree 0%,3.562,11.21,11.687,11,Female,1995,High school graduate,Rural,,Age,job,personal life ie pets or single,Of someone would feel comfortable with people based on 2 sentences they read online.,,,,,baseline
TRUE,I CONSENT to take part in the study.,0,0,2.619,0,,,,,,,I am traveling and the person in the profile offers to host me.,John is easy to see.,26.3,44.287,45.338,3,50,60,50,7.077,12.999,13.822,5,60,60,50,4.216,45.931,47.776,6,50,70,60,7.373,15.775,16.573,5,50,70,60,9.491,24.907,25.812,5,70,70,60,10.952,16.79,18.074,4,50,50,50,12.456,21.674,22.628,6,40,40,50,12.402,18.64,20.243,4,40,50,50,15.11,20.93,22.26,4,30,40,50,17.501,27.727,28.932,5,60,50,60,16.352,23.934,25.185,5,60,60,60,4.208,12.672,13.479,5,50,60,60,60,4.363,16.035,17.71,6,Male,1952,Bachelor's degree in college,Urban,,pleasant description,location,friendliness,Attitudes towards people based on perceived characteristics.,,,,,baseline
